Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Goblin Gaveleer,Double Masters,126,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Instigator,Jumpstart,327,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Instigator,Core Set 2019,142,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Locksmith,Guilds of Ravnica,104,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Lore,Jumpstart,328,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Matron,Modern Horizons,129,Near Mint,English,,,,,,,,$0.00 
2,0,Goblin Motivator,Core Set 2019,143,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Rally,Jumpstart,329,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Rally,Return to Ravnica,95,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Ringleader,Core Set 2020,143,Near Mint,English,,,,,,,,$0.00 
2,0,Goblin Sharpshooter,Commander 2013,111,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Shortcutter,Jumpstart,330,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Sledder,Onslaught,209,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Trailblazer,Commander Legends,182,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin War Paint,Mystery Booster,962,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin War Party,Modern Horizons,131,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Warchief,Mystery Booster,961,Near Mint,English,,,,,,,,$0.00 
1,0,Goblin Warchief,Dominaria,130,Near Mint,English,,,,,,,,$0.00 
2,0,Goblin Wizardry,Core Set 2021,148,Near Mint,English,,,,,,,,$0.00 
1,0,"Godo, Bandit Warlord",Commander 2016,125,Near Mint,English,,,,,,,,$0.00 
1,0,"Godo, Bandit Warlord",Champions of Kamigawa,169,Near Mint,English,,,,,,,,$0.00 
1,0,Gods Willing,Ultimate Masters,18,Near Mint,English,foil,,,,,,,$0.00 
1,0,Gods' Hall Guardian,Kaldheim,13,Near Mint,English,,,,,,,,$0.00 
1,0,Gold Myr,Scars of Mirrodin,157,Near Mint,English,,,,,,,,$0.00 
2,0,Golden Egg,Throne of Eldraine,220,Near Mint,English,,,,,,,,$0.00 
1,0,Goldmaw Champion,Kaldheim,14,Near Mint,English,,,,,,,,$0.00 
1,0,Goldvein Pick,Kaldheim,239,Near Mint,English,,,,,,,,$0.00 
1,0,Golem Artisan,Double Masters,258,Near Mint,English,,,,,,,,$0.00 
1,0,Golem Artisan,Commander Legends,311,Near Mint,English,,,,,,,,$0.00 
1,0,Golgari Findbroker,Guilds of Ravnica,175,Near Mint,English,,,,,,,,$0.00 
3,0,Golgari Guildgate,Return to Ravnica,239,Near Mint,English,,,,,,,,$0.00 
2,0,Golgari Longlegs,Return to Ravnica,216,Near Mint,English,,,,,,,,$0.00 
2,0,Golgari Rot Farm,Commander 2020,277,Near Mint,English,,,,,,,,$0.00 
2,0,Golgari Rot Farm,Ravnica: City of Guilds,278,Near Mint,English,,,,,,,,$0.00 
1,0,Golgari Signet,Ravnica: City of Guilds,262,Near Mint,English,,,,,,,,$0.00 
1,0,Goma Fada Vanguard,Zendikar Rising,141,Near Mint,English,,,,,,,,$0.00 
1,0,Gone Missing,Shadows over Innistrad,67,Near Mint,English,,,,,,,,$0.00 
1,0,"Gonti, Lord of Luxury",Zendikar Rising Commander,44,Near Mint,English,,,,,,,,$0.00 
1,0,Gore-House Chainwalker,Return to Ravnica,96,Near Mint,English,,,,,,,,$0.00 
1,0,Goremand,Core Set 2021,101,Near Mint,English,,,,,,,,$0.00 
1,0,Goremand,Core Set 2021,101,Near Mint,English,foil,,,,,,,$0.00 
2,0,Gorging Vulture,Core Set 2020,102,Near Mint,English,,,,,,,,$0.00 
1,0,Gossamer Phantasm,Time Spiral Remastered,70,Near Mint,English,,,,,,,,$0.00 
1,0,Grafted Wargear,Commander Legends,312,Near Mint,English,,,,,,,,$0.00 
1,0,Grand Warlord Radha,Dominaria,195,Near Mint,English,,,,,,,,$0.00 
1,0,Grapple with the Past,Eldritch Moon,160,Near Mint,English,,,,,,,,$0.00 
2,0,Grasp of Darkness,Core Set 2021,102,Near Mint,English,,,,,,,,$0.00 
1,0,Gratuitous Violence,Conspiracy: Take the Crown,161,Near Mint,English,,,,,,,,$0.00 
2,0,Grave Scrabbler,Time Spiral Remastered,118,Near Mint,English,,,,,,,,$0.00 
1,0,Gravedigger,Core Set 2020,103,Near Mint,English,,,,,,,,$0.00 
1,0,Gravewaker,Core Set 2020,323,Near Mint,English,,,,,,,,$0.00 
2,0,Gravitic Punch,Guilds of Ravnica,105,Near Mint,English,,,,,,,,$0.00 
1,0,Gravity Negator,Oath of the Gatewatch,45,Near Mint,English,,,,,,,,$0.00 
1,0,Gray Merchant of Asphodel,Theros Beyond Death,99,Near Mint,English,,,,,,,,$0.00 
1,0,Graypelt Refuge,Zendikar,214,Near Mint,English,,,,,,,,$0.00 
1,0,Great Hall of Starnheim,Kaldheim,259,Near Mint,English,,,,,,,,$0.00 
1,0,Greater Sandwurm,Ikoria: Lair of Behemoths,157,Near Mint,English,,,,,,,,$0.00 
2,0,Greenside Watcher,Gatecrash,122,Near Mint,English,,,,,,,,$0.00 
1,0,Greenwood Sentinel,Core Set 2020,174,Near Mint,English,,,,,,,,$0.00 
1,0,Gridlock,Gatecrash,36,Near Mint,English,,,,,,,,$0.00 
1,0,Grim Backwoods,Commander 2020,278,Near Mint,English,,,,,,,,$0.00 
1,0,Grim Draugr,Kaldheim,96,Near Mint,English,,,,,,,,$0.00 
1,0,Grim Draugr,Kaldheim,96,Near Mint,English,foil,,,,,,,$0.00 
2,0,Grim Initiate,War of the Spark,130,Near Mint,English,,,,,,,,$0.00 
1,0,Grim Physician,Theros Beyond Death,100,Near Mint,English,,,,,,,,$0.00 
1,0,Grim Roustabout,Return to Ravnica,68,Near Mint,English,,,,,,,,$0.00 
1,0,Grisly Salvage,Commander 2020,215,Near Mint,English,,,,,,,,$0.00 
3,0,Grisly Salvage,Return to Ravnica,165,Near Mint,English,,,,,,,,$0.00 
1,0,Grisly Spectacle,Gatecrash,66,Near Mint,English,,,,,,,,$0.00 
1,0,Grizzled Outrider,Kaldheim,173,Near Mint,English,foil,,,,,,,$0.00 
1,0,Grizzled Outrider,Kaldheim,173,Near Mint,English,,,,,,,,$0.00 
1,0,Grotag Bug-Catcher,Zendikar Rising,142,Near Mint,English,foil,,,,,,,$0.00 
1,0,Grotesque Demise,Ravnica Allegiance,75,Near Mint,English,,,,,,,,$0.00 
1,0,Ground Assault,Zendikar Rising Commander,91,Near Mint,English,,,,,,,,$0.00 
1,0,Ground Assault,Gatecrash,168,Near Mint,English,,,,,,,,$0.00 
1,0,Grow from the Ashes,Dominaria,164,Near Mint,English,,,,,,,,$0.00 
1,0,Growth Spiral,Commander 2020,216,Near Mint,English,,,,,,,,$0.00 
1,0,Growth Spiral,Commander Legends,446,Near Mint,English,,,,,,,,$0.00 
3,0,Growth Spiral,Ravnica Allegiance,178,Near Mint,English,,,,,,,,$0.00 
2,0,"Grumgully, the Generous",Throne of Eldraine,192,Near Mint,English,,,,,,,,$0.00 
1,0,"Grunn, the Lonely King",Dominaria,165,Near Mint,English,,,,,,,,$0.00 
5,0,Gruul Guildgate,Gatecrash,243,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Guildgate,Ravnica Allegiance,250,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Keyrune,Gatecrash,230,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Ragebeast,Gatecrash,170,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Turf,Commander 2020,279,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Turf,Zendikar Rising Commander,131,Near Mint,English,,,,,,,,$0.00 
1,0,Gruul Turf,Guildpact,158,Near Mint,English,,,,,,,,$0.00 
3,0,Guardian Gladewalker,Kaldheim,174,Near Mint,English,,,,,,,,$0.00 
1,0,Guildless Commons,Commander Legends,351,Near Mint,English,foil,,,,,,,$0.00 
2,0,Guildless Commons,Commander Legends,351,Near Mint,English,,,,,,,,$0.00 
4,0,Guildscorn Ward,Gatecrash,15,Near Mint,English,,,,,,,,$0.00 
1,0,Gutter Skulk,Gatecrash,67,Near Mint,English,,,,,,,,$0.00 
1,0,Guttersnipe,Conspiracy: Take the Crown,162,Near Mint,English,,,,,,,,$0.00 
1,0,Guul Draz Mucklord,Zendikar Rising,104,Near Mint,English,,,,,,,,$0.00 
1,0,Gyre Engineer,Ravnica Allegiance,180,Near Mint,English,,,,,,,,$0.00 
1,0,"Gyruda, Doom of Depths",Ikoria: Lair of Behemoths,221,Near Mint,English,,,,,,,,$0.00 
1,0,Haazda Marshal,Guilds of Ravnica,13,Near Mint,English,,,,,,,,$0.00 
1,0,Haazda Officer,Ravnica Allegiance,10,Near Mint,English,,,,,,,,$0.00 
1,0,Hagi Mob,Kaldheim,140,Near Mint,English,,,,,,,,$0.00 
1,0,Hailstorm Valkyrie,Kaldheim,97,Near Mint,English,,,,,,,,$0.00 
1,0,"Halana, Kessig Ranger",Commander Legends,231,Near Mint,English,,,,,,,,$0.00 
1,0,"Haldan, Avid Arcanist",Commander 2020,2,Near Mint,English,foil,,,,,,,$0.00 
1,0,Halimar Depths,Commander 2020,280,Near Mint,English,,,,,,,,$0.00 
2,0,Hammer Dropper,Guilds of Ravnica,176,Near Mint,English,,,,,,,,$0.00 
2,0,"Hamza, Guardian of Arashin",Commander Legends,278,Near Mint,English,,,,,,,,$0.00 
2,0,Hands of Binding,Gatecrash,37,Near Mint,English,,,,,,,,$0.00 
1,0,"Hanna, Ship's Navigator",Double Masters,200,Near Mint,English,,,,,,,,$0.00 
1,0,Happily Ever After,Throne of Eldraine,16,Near Mint,English,,,,,,,,$0.00 
1,0,Harald Unites the Elves,Kaldheim,213,Near Mint,English,,,,,,,,$0.00 
1,0,"Harald, King of Skemfar",Kaldheim,212,Near Mint,English,,,,,,,,$0.00 
1,0,Harmonic Sliver,Time Spiral Remastered,254,Near Mint,English,,,,,,,,$0.00 
1,0,Harmonize,Commander 2020,173,Near Mint,English,,,,,,,,$0.00 
1,0,Harmonize,Zendikar Rising Commander,68,Near Mint,English,,,,,,,,$0.00 
1,0,Harmonize,Commander Legends,427,Near Mint,English,,,,,,,,$0.00 
1,0,Harrier Naga,Hour of Devastation,118,Near Mint,English,,,,,,,,$0.00 
1,0,Harrow,Commander 2020,174,Near Mint,English,,,,,,,,$0.00 
1,0,Harrow,Zendikar Rising Commander,69,Near Mint,English,,,,,,,,$0.00 
1,0,Harrow,Zendikar,165,Near Mint,English,,,,,,,,$0.00 
1,0,Harsh Mentor,Amonkhet,135,Near Mint,English,,,,,,,,$0.00 
1,0,Harvester Druid,Judgment,120,Near Mint,English,,,,,,,,$0.00 
1,0,Harvestguard Alseids,Journey into Nyx,13,Near Mint,English,,,,,,,,$0.00 
1,0,Hateful Eidolon,Theros Beyond Death,101,Near Mint,English,,,,,,,,$0.00 
3,0,Haunted Cloak,Commander Legends,313,Near Mint,English,,,,,,,,$0.00 
1,0,Haunted Cloak,Shadows over Innistrad,257,Near Mint,English,,,,,,,,$0.00 
1,0,Havoc Jester,Core Set 2021,149,Near Mint,English,foil,,,,,,,$0.00 
1,0,Hazoret's Monument,Amonkhet,229,Near Mint,English,,,,,,,,$0.00 
1,0,Healer's Hawk,Mystery Booster,132,Near Mint,English,,,,,,,,$0.00 
1,0,Healer's Hawk,Guilds of Ravnica,14,Near Mint,English,,,,,,,,$0.00 
1,0,Heart of Kiran,Aether Revolt,153,Near Mint,English,,,,,,,,$0.00 
2,0,Heartfire Immolator,Core Set 2021,150,Near Mint,English,,,,,,,,$0.00 
1,0,Heartless Act,Ikoria: Lair of Behemoths,91,Near Mint,English,,,,,,,,$0.00 
1,0,Heartless Hidetsugu,Conspiracy,144,Near Mint,English,,,,,,,,$0.00 
1,0,Heightened Reflexes,Ikoria: Lair of Behemoths,123,Near Mint,English,,,,,,,,$0.00 
1,0,Heirloom Blade,Commander 2020,242,Near Mint,English,,,,,,,,$0.00 
1,0,Helica Glider,Ikoria: Lair of Behemoths,15,Near Mint,English,,,,,,,,$0.00 
1,0,Heliod's Pilgrim,Theros Beyond Death,20,Near Mint,English,,,,,,,,$0.00 
1,0,Hellkite Punisher,Core Set 2021,151,Near Mint,English,foil,,,,,,,$0.00 
1,0,Hellkite Punisher,Core Set 2021,151,Near Mint,English,,,,,,,,$0.00 
1,0,Hellrider,Modern Masters 2017 Edition,98,Near Mint,English,,,,,,,,$0.00 
1,0,Helm of Awakening,Visions,145,Near Mint,English,,,,,,,,$0.00 
1,0,Henge Walker,Throne of Eldraine,221,Near Mint,English,,,,,,,,$0.00 
1,0,Herald of the Forgotten,Commander 2020,27,Near Mint,English,,,,,,,,$0.00 
2,0,Heraldic Banner,Throne of Eldraine,222,Near Mint,English,,,,,,,,$0.00 
1,0,Hero of the Games,Theros Beyond Death,137,Near Mint,English,,,,,,,,$0.00 
1,0,Hero of the Pride,Theros Beyond Death,22,Near Mint,English,,,,,,,,$0.00 
1,0,Hero's Blade,Commander Legends,314,Near Mint,English,foil,,,,,,,$0.00 
2,0,Hero's Blade,Commander Legends,314,Near Mint,English,,,,,,,,$0.00 
1,0,Hero's Blade,Fate Reforged,160,Near Mint,English,,,,,,,,$0.00 
1,0,Heroes of the Revel,Theros Beyond Death,138,Near Mint,English,,,,,,,,$0.00 
1,0,Heroes' Bane,Commander 2020,175,Near Mint,English,,,,,,,,$0.00 
1,0,Heroes' Podium,Born of the Gods,159,Near Mint,English,,,,,,,,$0.00 
1,0,Heroic Intervention,Core Set 2021,188,Near Mint,English,,,,,,,,$0.00 
1,0,Hidden Strings,Dragon's Maze,12,Near Mint,English,,,,,,,,$0.00 
1,0,Hieroglyphic Illumination,Commander 2020,112,Near Mint,English,,,,,,,,$0.00 
1,0,High Alert,Ravnica Allegiance,182,Near Mint,English,,,,,,,,$0.00 
1,0,High Market,Commander Anthology,257,Near Mint,English,,,,,,,,$0.00 
1,0,High Market,Double Masters,321,Near Mint,English,,,,,,,,$0.00 
1,0,Highborn Vampire,Zendikar Rising,107,Near Mint,English,,,,,,,,$0.00 
2,0,Highland Forest,Kaldheim,261,Near Mint,English,,,,,,,,$0.00 
1,0,Hinder,Double Masters,54,Near Mint,English,,,,,,,,$0.00 
1,0,Hinterland Logger,Shadows over Innistrad,210,Near Mint,English,,,,,,,,$0.00 
1,0,Hitchclaw Recluse,Guilds of Ravnica,133,Near Mint,English,,,,,,,,$0.00 
1,0,"Hixus, Prison Warden",Magic Origins,19,Near Mint,English,,,,,,,,$0.00 
1,0,Hoarding Dragon,Iconic Masters,134,Near Mint,English,,,,,,,,$0.00 
1,0,Hobblefiend,Core Set 2021,152,Near Mint,English,,,,,,,,$0.00 
1,0,"Hogaak, Arisen Necropolis",Modern Horizons,202,Near Mint,English,,,,,,,,$0.00 
1,0,Hold the Gates,Gatecrash,16,Near Mint,English,,,,,,,,$0.00 
1,0,Honden of Cleansing Fire,Eternal Masters,13,Near Mint,English,,,,,,,,$0.00 
1,0,Honden of Infinite Rage,Champions of Kamigawa,172,Near Mint,English,,,,,,,,$0.00 
1,0,Honden of Life's Web,Champions of Kamigawa,213,Near Mint,English,,,,,,,,$0.00 
1,0,Honden of Night's Reach,Champions of Kamigawa,116,Near Mint,English,,,,,,,,$0.00 
1,0,Honden of Seeing Winds,Eternal Masters,54,Near Mint,English,,,,,,,,$0.00 
1,0,Honey Mammoth,Ikoria: Lair of Behemoths,158,Near Mint,English,,,,,,,,$0.00 
1,0,Hooded Blightfang,Core Set 2021,104,Near Mint,English,,,,,,,,$0.00 
1,0,Hoofprints of the Stag,Commander 2020,90,Near Mint,English,,,,,,,,$0.00 
1,0,Hope Tender,Hour of Devastation,119,Near Mint,English,foil,,,,,,,$0.00 
1,0,Hordeling Outburst,Masters 25,134,Near Mint,English,,,,,,,,$0.00 
1,0,Horizon Scholar,Commander Legends,73,Near Mint,English,,,,,,,,$0.00 
2,0,Horizon Seeker,Kaldheim,175,Near Mint,English,,,,,,,,$0.00 
1,0,Horizon Stone,Commander Legends,315,Near Mint,English,,,,,,,,$0.00 
1,0,Horncaller's Chant,Return to Ravnica,128,Near Mint,English,,,,,,,,$0.00 
1,0,Hornet Queen,Commander 2020,176,Near Mint,English,,,,,,,,$0.00 
3,0,Horror of the Dim,Gatecrash,68,Near Mint,English,,,,,,,,$0.00 
1,0,Hostile Desert,Commander 2020,281,Near Mint,English,,,,,,,,$0.00 
1,0,Hot Soup,Mystery Booster,1595,Near Mint,English,,,,,,,,$0.00 
1,0,Hour of Revelation,Zendikar Rising Commander,17,Near Mint,English,,,,,,,,$0.00 
1,0,Howling Golem,Commander Legends,316,Near Mint,English,foil,,,,,,,$0.00 
1,0,Howling Golem,Commander Legends,316,Near Mint,English,,,,,,,,$0.00 
1,0,Hullbreacher,Commander Legends,74,Near Mint,English,,,,,,,,$0.00 
1,0,Humble Defector,Masters 25,135,Near Mint,English,,,,,,,,$0.00 
1,0,Humble Defector,Commander 2020,154,Near Mint,English,,,,,,,,$0.00 
1,0,Humble Defector,Commander Legends,184,Near Mint,English,,,,,,,,$0.00 
1,0,Humble Naturalist,Ikoria: Lair of Behemoths,160,Near Mint,English,,,,,,,,$0.00 
1,0,Hunted Dragon,The List,138,Near Mint,English,,,,,,,,$0.00 
1,0,Hunted Witness,Guilds of Ravnica,15,Near Mint,English,,,,,,,,$0.00 
2,0,Hunter's Edge,Core Set 2021,189,Near Mint,English,,,,,,,,$0.00 
1,0,Hunter's Insight,Commander 2020,178,Near Mint,English,,,,,,,,$0.00 
1,0,Hunter's Insight,Commander Legends,232,Near Mint,English,foil,,,,,,,$0.00 
1,0,Hunting Pack,Commander 2020,179,Near Mint,English,,,,,,,,$0.00 
1,0,Hurly-Burly,Conspiracy: Take the Crown,165,Near Mint,English,,,,,,,,$0.00 
1,0,Hushbringer,Throne of Eldraine,18,Near Mint,English,,,,,,,,$0.00 
2,0,Hussar Patrol,Return to Ravnica,169,Near Mint,English,,,,,,,,$0.00 
2,0,Hydroform,Gatecrash,172,Near Mint,English,,,,,,,,$0.00 
1,0,Hyena Umbra,Ultimate Masters,21,Near Mint,English,,,,,,,,$0.00 
2,0,Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,49,Near Mint,English,,,,,,,,$0.00 
1,0,Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,283,Near Mint,English,,,,,,,,$0.00 
2,0,Hypothesizzle,Guilds of Ravnica,178,Near Mint,English,,,,,,,,$0.00 
2,0,Ice Tunnel,Kaldheim,262,Near Mint,English,,,,,,,,$0.00 
1,0,Icebind Pillar,Kaldheim,62,Near Mint,English,,,,,,,,$0.00 
1,0,Icehide Golem,Modern Horizons,224,Near Mint,English,,,,,,,,$0.00 
2,0,Icehide Troll,Kaldheim,176,Near Mint,English,,,,,,,,$0.00 
1,0,"Ich-Tekik, Salvage Splicer",Commander Legends,233,Near Mint,English,,,,,,,,$0.00 
1,0,Ichor Wellspring,Double Masters,261,Near Mint,English,,,,,,,,$0.00 
1,0,Ichthyomorphosis,Theros Beyond Death,51,Near Mint,English,,,,,,,,$0.00 
1,0,Idol of Endurance,Core Set 2021,23,Near Mint,English,,,,,,,,$0.00 
1,0,Idol of Oblivion,Commander 2019,55,Near Mint,English,,,,,,,,$0.00 
2,0,Idyllic Grange,Throne of Eldraine,246,Near Mint,English,,,,,,,,$0.00 
1,0,Igneous Cur,Core Set 2021,153,Near Mint,English,,,,,,,,$0.00 
1,0,Ill-Tempered Cyclops,Mystery Booster,977,Near Mint,English,,,,,,,,$0.00 
1,0,Illusionist's Bracers,Gatecrash,231,Near Mint,English,,,,,,,,$0.00 
1,0,Illusionist's Stratagem,Aether Revolt,36,Near Mint,English,,,,,,,,$0.00 
1,0,Illusory Ambusher,Commander 2020,113,Near Mint,English,,,,,,,,$0.00 
3,0,Ilysian Caryatid,Theros Beyond Death,174,Near Mint,English,,,,,,,,$0.00 
1,0,Immaculate Magistrate,Commander Legends,234,Near Mint,English,,,,,,,,$0.00 
2,0,Immersturm Raider,Kaldheim,141,Near Mint,English,,,,,,,,$0.00 
1,0,Immersturm Skullcairn,Kaldheim,263,Near Mint,English,,,,,,,,$0.00 
1,0,Immolation Shaman,Ravnica Allegiance,106,Near Mint,English,,,,,,,,$0.00 
1,0,"Imoti, Celebrant of Bounty",Commander Legends,280,Near Mint,English,foil,,,,,,,$0.00 
1,0,Impassioned Orator,Ravnica Allegiance,12,Near Mint,English,,,,,,,,$0.00 
1,0,Impassioned Orator,Core Set 2020,306,Near Mint,English,,,,,,,,$0.00 
1,0,Imperious Perfect,Commander Legends,235,Near Mint,English,,,,,,,,$0.00 
1,0,Implement of Examination,Aether Revolt,156,Near Mint,English,,,,,,,,$0.00 
1,0,Implement of Malice,Aether Revolt,159,Near Mint,English,,,,,,,,$0.00 
2,0,Improbable Alliance,Throne of Eldraine,193,Near Mint,English,,,,,,,,$0.00 
2,0,Impulsive Pilferer,Commander Legends,185,Near Mint,English,,,,,,,,$0.00 
1,0,Impulsive Pilferer,Commander Legends,185,Near Mint,English,foil,,,,,,,$0.00 
1,0,In Bolas's Clutches,Dominaria,54,Near Mint,English,,,,,,,,$0.00 
1,0,In Garruk's Wake,Zendikar Rising Commander,45,Near Mint,English,,,,,,,,$0.00 
1,0,In Oketra's Name,Amonkhet,19,Near Mint,English,,,,,,,,$0.00 
1,0,Inaction Injunction,Return to Ravnica,41,Near Mint,English,,,,,,,,$0.00 
1,0,Increasing Devotion,Commander 2020,91,Near Mint,English,,,,,,,,$0.00 
1,0,Incubation Druid,Ravnica Allegiance,131,Near Mint,English,,,,,,,,$0.00 
1,0,Indomitable Creativity,Aether Revolt,85,Near Mint,English,,,,,,,,$0.00 
2,0,Indomitable Will,Theros Beyond Death,25,Near Mint,English,,,,,,,,$0.00 
1,0,Inescapable Blaze,Guilds of Ravnica,107,Near Mint,English,,,,,,,,$0.00 
1,0,Infernal Pet,Kaldheim,99,Near Mint,English,,,,,,,,$0.00 
1,0,Inferno Titan,Commander 2013,114,Near Mint,English,,,,,,,,$0.00 
1,0,Inferno Titan,Magic 2011,146,Near Mint,English,,,,,,,,$0.00 
1,0,Infuriate,Core Set 2020,145,Near Mint,English,,,,,,,,$0.00 
1,0,Inga Rune-Eyes,Kaldheim,64,Near Mint,English,foil,,,,,,,$0.00 
1,0,Inga Rune-Eyes,Kaldheim,64,Near Mint,English,,,,,,,,$0.00 
1,0,Inga Rune-Eyes,Kaldheim,304,Near Mint,English,,,,,,,,$0.00 
1,0,Ingenuity Engine,Commander Legends,317,Near Mint,English,,,,,,,,$0.00 
1,0,Ingot Chewer,Lorwyn,180,Near Mint,English,,,,,,,,$0.00 
1,0,Inkwell Leviathan,Double Masters,55,Near Mint,English,,,,,,,,$0.00 
1,0,Inordinate Rage,Zendikar Rising,144,Near Mint,English,,,,,,,,$0.00 
1,0,Inquisitive Puppet,Throne of Eldraine,223,Near Mint,English,,,,,,,,$0.00 
2,0,Insatiable Hemophage,Ikoria: Lair of Behemoths,93,Near Mint,English,,,,,,,,$0.00 
1,0,Inscription of Ruin,Zendikar Rising,108,Near Mint,English,,,,,,,,$0.00 
2,0,Inspiration,Return to Ravnica,42,Near Mint,English,,,,,,,,$0.00 
1,0,Inspiring Call,Zendikar Rising Commander,70,Near Mint,English,,,,,,,,$0.00 
2,0,Inspiring Roar,Commander Legends,23,Near Mint,English,,,,,,,,$0.00 
2,0,Inspiring Veteran,Throne of Eldraine,194,Near Mint,English,,,,,,,,$0.00 
2,0,Insult // Injury,Amonkhet,213,Near Mint,English,,,,,,,,$0.00 
1,0,Intangible Virtue,Commander Legends,24,Near Mint,English,,,,,,,,$0.00 
1,0,Interpret the Signs,Commander Legends,75,Near Mint,English,,,,,,,,$0.00 
1,0,Into the Roil,Commander Legends,397,Near Mint,English,,,,,,,,$0.00 
1,0,Into the Roil,Zendikar Rising,62,Near Mint,English,,,,,,,,$0.00 
1,0,Invader Parasite,New Phyrexia,87,Near Mint,English,,,,,,,,$0.00 
2,0,Invasion of the Giants,Kaldheim,215,Near Mint,English,,,,,,,,$0.00 
1,0,Invigorate,Double Masters,172,Near Mint,English,,,,,,,,$0.00 
1,0,Invigorate,Double Masters,172,Near Mint,English,foil,,,,,,,$0.00 
1,0,Invisible Stalker,Zendikar Rising Commander,27,Near Mint,English,,,,,,,,$0.00 
1,0,Invoke the Divine,Kaldheim,16,Near Mint,English,,,,,,,,$0.00 
2,0,Iona's Judgment,Commander Legends,25,Near Mint,English,,,,,,,,$0.00 
1,0,Ior Ruin Expedition,Commander Legends,398,Near Mint,English,,,,,,,,$0.00 
1,0,Irini Sengir,Homelands,17,Near Mint,English,,,,,,,,$0.00 
1,0,Iron Myr,Scars of Mirrodin,168,Near Mint,English,,,,,,,,$0.00 
1,0,Iron Verdict,Kaldheim,17,Near Mint,English,,,,,,,,$0.00 
1,0,Iron Verdict,Kaldheim,17,Near Mint,English,foil,,,,,,,$0.00 
1,0,Ironclad Slayer,Commander Legends,376,Near Mint,English,,,,,,,,$0.00 
1,0,Ironroot Warlord,Core Set 2020,209,Near Mint,English,,,,,,,,$0.00 
1,0,Ironshell Beetle,Guilds of Ravnica,134,Near Mint,English,,,,,,,,$0.00 
1,0,Irregular Cohort,Modern Horizons,15,Near Mint,English,,,,,,,,$0.00 
1,0,Irrigated Farmland,Commander 2020,282,Near Mint,English,,,,,,,,$0.00 
200,0,Island,Core Set 2021,263,Near Mint,English,,,,,,,,$0.00 
1,0,Isolation Cell,New Phyrexia,141,Near Mint,English,,,,,,,,$0.00 
1,0,Isperia's Skywatch,Return to Ravnica,43,Near Mint,English,,,,,,,,$0.00 
1,0,"Isperia, Supreme Judge",Commander 2020,217,Near Mint,English,,,,,,,,$0.00 
1,0,It That Betrays,Rise of the Eldrazi,7,Near Mint,English,,,,,,,,$0.00 
1,0,Ivy Lane Denizen,Commander Legends,236,Near Mint,English,,,,,,,,$0.00 
1,0,Ivy Lane Denizen,Gatecrash,125,Near Mint,English,,,,,,,,$0.00 
1,0,Iwamori of the Open Fist,Masters 25,174,Near Mint,English,,,,,,,,$0.00 
1,0,"Izoni, Thousand-Eyed",Guilds of Ravnica,180,Near Mint,English,,,,,,,,$0.00 
2,0,Izzet Boilerworks,Commander 2020,283,Near Mint,English,,,,,,,,$0.00 
1,0,Izzet Boilerworks,Guildpact,159,Near Mint,English,,,,,,,,$0.00 
4,0,Izzet Guildgate,Return to Ravnica,242,Near Mint,English,,,,,,,,$0.00 
1,0,Izzet Guildgate,Guilds of Ravnica,252,Near Mint,English,,,,,,,,$0.00 
1,0,Izzet Locket,Guilds of Ravnica,238,Near Mint,English,,,,,,,,$0.00 
1,0,Izzet Signet,Commander 2020,243,Near Mint,English,,,,,,,,$0.00 
1,0,Izzet Signet,Guildpact,152,Near Mint,English,,,,,,,,$0.00 
1,0,Jace's Archivist,Commander 2015,95,Near Mint,English,,,,,,,,$0.00 
1,0,"Jace, Architect of Thought",Commander 2020,114,Near Mint,English,,,,,,,,$0.00 
1,0,Jade Guardian,Ixalan,194,Near Mint,English,,,,,,,,$0.00 
2,0,Jalum Tome,Commander Legends,318,Near Mint,English,,,,,,,,$0.00 
2,0,Jandor's Saddlebags,Fourth Edition: Alternate,176,Near Mint,English,,,,,,,,$0.00 
1,0,"Jared Carthalion, True Heir",Commander Legends,281,Near Mint,English,,,,,,,,$0.00 
1,0,"Jareth, Leonine Titan",Commander 2017,61,Near Mint,English,,,,,,,,$0.00 
